Script_Id,Script_Title,rt_title,Movie_Release_Date,Script_Date,rt_id,rt_year,rt_critics_score,rt_audience_score
106,Babel,Babel,11/6/2014,4/5/2014,314388060,2006,69,77
107,Bachelor Party,Bachelor Party,6/4/2014,,13796,1984,50,58
108,"Bachelor Party, The",Bachelor Party 2: The Last Temptation,4/1/1957,,770684471,2008,-1,34
111,"Back-up Plan, The",The Back-up Plan,4/10/2014,8/7/2014,770805262,2010,18,45
112,Backdraft,Backdraft,,6/13/1905,13033,1991,73,76
113,Bad Boys,Bad Boys,,6/1/1994,16193,1995,43,79
114,Bad Day at Black Rock,Bad Day at Black Rock,1/1/1955,,18702,1955,96,88
115,Bad Dreams,Bad Dreams,4/1/1988,,388306961,1988,13,43
116,Bad Lieutenant,Bad Lieutenant,11/1/1992,11/1/1990,13570,1992,77,74
117,Bad Santa,Bad Santa,,2/2/2014,16986,2003,77,76
118,Bad Teacher,Bad Teacher,6/11/2014,6/8/2014,771030879,2011,44,36
119,Badlands,Badlands,,5/26/1905,11145,1973,98,91
120,Bamboozled,Bamboozled,,,16735,2000,48,75
123,Basic,Basic,,3/1/2000,13691,2003,21,65
125,Basquiat,Basquiat,,,13273,1996,70,78
133,"Battle of Shaker Heights, The",The Battle of Shaker Heights,8/3/2014,,12502,2003,41,51
134,Battle  Los Angeles,Battle: Los Angeles,3/11/2014,5/9/2014,770815449,2011,35,48
136,Bean,Bean,,,12533,1997,42,53
137,Beasts of the Southern Wild,Beasts of the Southern Wild,6/12/2014,,771267232,2012,86,76
139,Beginners,Beginners,6/11/2014,,771208735,2011,84,77
140,Being Human,Being Human,,1/1/1992,243246168,1994,50,44
143,"Believer, The",Daydream Believers: The Monkees Story,5/2/2014,,770689668,2000,-1,50
144,Beloved,Beloved,10/1/1998,10/1/1996,13434,1998,78,72
146,"Best Exotic Marigold Hotel, The",The Best Exotic Marigold Hotel,5/12/2014,1/11/2014,771252912,2012,78,79
147,Big,Big,,6/10/1905,10396,1988,97,81
149,Big Fish,Big Fish,1/4/2014,,10167,2004,77,90
151,"Big White, The",The Big White,12/5/2014,3/4/2014,243164069,2005,30,57
153,Birthday Girl,Birthday Girl,,1/1/2014,14392,2001,58,40
154,"Black Dahlia, The",The Black Dahlia,9/6/2014,,287865097,2006,32,27
156,Black Snake Moan,Black Snake Moan,3/7/2014,,484814600,2007,66,69
157,Black Swan,Black Swan,12/10/2014,1/10/2014,770738135,2010,87,84
159,Blade II,Blade II,,,13362,2002,59,68
161,Blade  Trinity,Blade: Trinity,12/4/2014,,17000,2004,26,60
163,"Blind Side, The",The Blind Side,11/9/2014,4/9/2014,770808362,2009,66,85
164,Blood and Wine,Blood and Wine,2/1/1997,12/1/1994,364525542,1997,61,36
167,Blue Valentine,Blue Valentine,12/10/2014,5/9/2014,770728350,2010,87,77
168,Blue Velvet,Blue Velvet,,,16022,1986,92,89
170,"Bodies, Rest & Motion","Bodies, Rest & Motion",,6/15/1905,14530,1993,52,51
171,Body Heat,Body Heat,,,13189,1981,97,80
173,Bodyguard,Bodyguard,,2/1/1992,770860597,2011,40,44
175,Bonfire of the Vanities,The Bonfire of the Vanities,,7/1/1990,14676,1990,16,27
176,Bonnie and Clyde,Bonnie and Clyde,,,13095,1967,90,88
177,Boogie Nights,Boogie Nights,,,14134,1997,92,89
178,"Book of Eli, The",The Book of Eli,1/10/2014,6/7/2014,770804147,2010,48,64
179,Boondock Saints 2  All Saints Day,The Boondock Saints II: All Saints Day,11/9/2014,9/7/2014,770807373,2009,23,58
180,"Boondock Saints, The",The Boondock Saints II: All Saints Day,1/1/2000,8/1/1997,770807373,2009,23,58
182,Bound,Bound,10/1/1996,,13080,1996,92,82
183,"Bounty Hunter, The",The Bounty Hunter,3/10/2014,9/7/2014,770856804,2010,13,51
184,"Bourne Identity, The",The Bourne Identity,6/2/2014,9/1/2000,11357,2002,83,93
186,"Bourne Ultimatum, The",The Bourne Ultimatum,8/7/2014,6/7/2014,358189806,2007,94,91
187,"Box, The",The Box,11/9/2014,9/6/2014,770686237,2009,44,23
188,Braveheart,Braveheart,,6/17/1905,12866,1995,81,85
190,Break,Break,,5/22/1905,770808614,2009,-1,19
191,Breakdown,Breakdown,,3/1/1996,13916,1997,80,65
193,Brick,Brick,4/6/2014,,126518601,2006,80,86
194,Bridesmaids,Bridesmaids,5/11/2014,8/9/2014,771039065,2011,90,76
197,Broken Arrow,Broken Arrow,2/1/1996,3/1/1995,13733,1996,53,45
198,Broken Embraces,Broken Embraces,10/9/2014,,770770202,2009,81,74
199,"Brothers Bloom, The",The Brothers Bloom,9/8/2014,,417267090,2008,66,64
200,Bruce Almighty,Bruce Almighty,,7/2/2014,10528,2003,48,57
202,Bull Durham,Bull Durham,6/1/1988,,16517,1988,97,83
203,Buried,Buried,9/10/2014,,770819772,2010,87,64
205,Burn After Reading,Burn After Reading,9/8/2014,,770671944,2008,78,64
206,Burning Annie,Burning Annie,2/7/2014,1/2/2014,770701440,2004,29,25
207,"Butterfly Effect, The",The Butterfly Effect,1/4/2014,,12979,2004,33,81
208,Cable Guy,The Cable Guy,,10/1/1996,10786,1996,54,51
209,Candle to Water,Candle To Water,11/12/2014,5/12/2014,771369698,2013,-1,0
210,Capote,Capote,2/6/2014,,8267,2005,90,81
211,Carrie,Carrie,11/1/1976,,771305077,2013,49,48
212,Cars 2,Cars 2,6/11/2014,,770805427,2011,39,51
214,Case 39,Case 39,10/10/2014,2/6/2014,770680570,2010,22,40
217,Catch Me If You Can,Catch Me If You Can,12/2/2014,,10662,2002,96,89
219,Cecil B. Demented,Cecil B. Demented,8/1/2000,6/1/1998,14425,2000,52,68
220,Cedar Rapids,Cedar Rapids,2/11/2014,6/9/2014,771193483,2011,85,60
221,Celeste & Jesse Forever,Celeste,8/12/2014,5/11/2014,770804089,1981,-1,33
223,Cellular,Cellular,9/4/2014,7/3/2014,12750,2004,55,60
224,"Change-Up, The",The Change-Up,8/11/2014,7/9/2014,771041150,2011,25,48
225,Changeling,Changeling,10/8/2014,,770677185,2008,62,82
226,Chaos,Chaos,12/5/2014,3/4/2014,292599401,2006,20,58
227,Charade,Charade,12/1/1963,10/1/1962,17945,1963,92,93
228,Charlie's Angels,Charlie's Angels - Full Throttle,,8/1/1999,17226,2003,44,41
230,Chasing Sleep,Chasing Sleep,9/1/2014,,770671969,2000,50,47
231,Cherry Falls,Cherry Falls,8/1/2000,2/1/1998,130560914,2000,46,31
232,Chinatown,Chinatown,6/1/1974,,12883,1974,98,93
233,Chronicle,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2/12/2014,,24214,2005,76,61
234,"Chronicles of Narnia  The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",12/5/2014,,24214,2005,76,61
235,"Cider House Rules, The",The Cider House Rules,12/1/1999,,10411,1999,71,78
236,"Cincinnati Kid, The",The Cincinnati Kid,10/1/1965,,18270,1965,85,79
238,Cirque du Freak  The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,10/9/2014,,770767597,2009,38,42
240,City of Joy,City of Joy,,10/1/1990,11533,1992,57,77
241,Clash of the Titans,Clash of the Titans,4/10/2014,5/8/2014,10212,1981,66,70
243,Cliffhanger,Cliffhanger,5/1/1993,,16194,1993,69,51
246,Cobb,Cobb,,7/1/1993,13673,1994,67,61
247,Code of Silence,Code of Silence,5/1/1985,,14591,1985,50,51
248,Cold Mountain,Cold Mountain,12/3/2014,,12931,2003,71,77
250,Collateral Damage,Collateral Damage,,4/1/2000,14008,2002,18,27
251,Colombiana,Colombiana,8/11/2014,8/9/2014,771205891,2011,27,67
252,Color of Night,Color of Night,8/1/1994,,13567,1994,22,32
253,Commando,Commando,10/1/1985,4/1/1985,13866,1985,69,68
254,Conan the Barbarian,Conan the Barbarian,8/11/2014,10/9/2014,770782767,2011,24,30
255,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,,5/1/1998,13421,2002,79,76
256,Confidence,Confidence,,3/1/2000,14362,2003,71,71
257,Constantine,Constantine,2/5/2014,11/2/2014,12977,2005,46,73
259,"Cooler, The",The Cooler,11/3/2014,,13608,2003,77,70
261,Coraline,Coraline,2/9/2014,,770680446,2009,90,72
262,Coriolanus,Coriolanus,1/12/2014,,771204667,2011,93,58
264,Cowboys & Aliens,Cowboys & Aliens,7/11/2014,8/9/2014,770863875,2011,44,44
265,Cradle 2 the Grave,Cradle 2 the Grave,,5/2/2014,15988,2003,26,53
266,Crank,Crank,9/6/2014,2/5/2014,276994403,2006,61,71
267,Crash,Wedding Crashers,,6/18/1905,1967,2005,75,70
268,"Crazy, Stupid, Love","Crazy, Stupid, Love.",7/11/2014,2/10/2014,771203531,2011,78,77
269,Crazylove,Crazylove,10/5/2014,3/4/2014,760382751,2005,-1,55
270,Creation,Creation,1/10/2014,,770800781,2009,45,49
271,Crime Spree,Crime Spree,9/3/2014,3/1/1996,14794,2003,43,57
272,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",,,10267,2001,97,86
273,Croupier,Croupier,4/1/2000,,17214,1998,98,80
276,"Crow  City of Angels, The",The Crow: City of Angels,8/1/1996,,16817,1996,12,42
280,"Curious Case of Benjamin Button, The",The Curious Case of Benjamin Button,12/8/2014,10/7/2014,770669386,2008,73,80
281,Custody,Custody,,,770800386,2007,-1,48
282,"Damned United, The",The Damned United,10/9/2014,,770802240,2009,94,85
283,Dances with Wolves,Dances With Wolves,11/1/1990,5/1/1989,12772,1990,81,87
285,"Dark Knight Rises, The",The Dark Knight Rises,7/12/2014,,771041731,2012,88,90
288,Darkman,Darkman,8/1/1990,2/1/1989,16857,1990,80,58
289,Date Night,Date Night,4/10/2014,6/8/2014,770808107,2010,67,55
290,Dave Barry's Complete Guide to Guys,Dave Barry's Complete Guide to Guys,5/6/2014,2/4/2014,770678588,2005,-1,22
291,Dawn of the Dead,Dawn of the Dead,,5/30/1905,17051,2004,75,77
292,Day of the Dead,Day of the Dead,,6/7/1905,17930,1985,82,75
295,Days of Heaven,Days of Heaven,,6/1/1976,10859,1978,93,89
297,Death at a Funeral,Death at a Funeral,4/10/2014,2/9/2014,770669823,2007,61,79
298,Death to Smoochy,Death to Smoochy,,3/1/1997,13722,2002,42,67
299,"Debt, The",The Debt,8/11/2014,,770815579,2011,77,66
300,Deception,Deception,4/8/2014,9/5/2014,770680663,2008,14,31
301,Deep Cover,Deep Cover,4/1/1992,,14730,1992,85,77
304,Defiance,Defiance,1/9/2014,,770682436,2008,57,73
305,"Departed, The",The Departed,10/6/2014,,314387087,2006,92,94
306,"Descendants, The",The Descendants,12/11/2014,,771236985,2011,89,79
307,Despicable Me 2,Despicable Me 2,7/13/2014,,771245727,2013,75,85
308,Detroit Rock City,Detroit Rock City,8/1/1999,,13740,1999,47,83
309,Devil in a Blue Dress,Devil in a Blue Dress,9/1/1995,3/1/1994,13753,1995,87,69
310,Devil's Advocate,The Devil's Advocate,10/1/1997,1/1/1997,22536,1997,66,80
311,Die Hard,Live Free or Die Hard,,,494020502,2007,81,86
312,Die Hard 2,Die Hard 2,7/1/1990,11/1/1989,16789,1990,66,70
313,Diner,Diner,3/1/1982,,13575,1982,96,78
314,"Distinguished Gentleman, The",The Distinguished Gentleman,,12/1/2000,13928,1992,13,37
315,Disturbia,Disturbia,4/7/2014,3/6/2014,554237964,2007,68,78
316,Django Unchained,Django Unchained,12/12/2014,,771245718,2012,88,92
317,Do The Right Thing,Do the Right Thing,,3/1/1988,13900,1989,96,90
319,Dogma,Dogma,,6/21/1905,13107,1999,67,86
320,Donnie Brasco,Donnie Brasco,,7/1/1992,16820,1997,87,89
322,"Doors, The",Doors - The Doors Are Open,3/1/1991,,770894915,1968,-1,86
323,Double Indemnity,Double Indemnity,9/1/1944,,17019,1944,96,95
324,Drag Me to Hell,Drag Me to Hell,5/9/2014,9/7/2014,770785298,2009,92,62
325,Dragonslayer,Dragonslayer,,6/3/1905,10449,1981,85,62
326,Drive,Drive,9/11/2014,9/10/2014,771224338,2011,93,78
327,Drive Angry,Drive Angry,2/11/2014,3/9/2014,770858012,2011,45,37
329,"Dry White Season, A",A Dry White Season,,5/1/1987,13168,1989,86,76
331,Dumb and Dumber,Dumb and Dumber,,11/1/1993,10194,1997,64,84
332,Dune,Dune,,12/1/1983,10851,1984,55,68
333,E.T.,E.T. The Extra-Terrestrial,,6/4/1905,10489,1982,98,71
334,Eagle Eye,Eagle Eye,9/8/2014,3/7/2014,770675744,2008,26,62
335,Eastern Promises,Eastern Promises,9/7/2014,,770671901,2007,89,83
336,Easy A,Easy A,9/10/2014,8/8/2014,770813310,2010,85,77
339,Edward Scissorhands,Edward Scissorhands,,9/1/1990,10019,1990,91,91
340,Eight Legged Freaks,Eight Legged Freaks,,7/1/2000,12821,2002,48,32
343,"Elephant Man, The",The Elephant Man,10/1/1980,,10377,1980,91,93
344,Elizabeth  The Golden Age,Elizabeth: The Golden Age,10/7/2014,7/6/2014,770669564,2007,35,59
347,Enough,Enough,5/2/2014,,10813,2002,22,68
352,Escape From L.A.,Escape from L.A.,,6/18/1905,14018,1996,53,40
353,Escape From New York,Escape from New York,,6/3/1905,14097,1981,83,77
355,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,5/1/1994,,14680,1994,22,28
356,Event Horizon,Event Horizon,8/1/1997,,13353,1997,24,63
359,Excalibur,Excalibur,4/1/1981,,13073,1981,82,81
361,eXistenZ,eXistenZ,4/1/1999,10/1/1996,13224,1999,71,70
362,Extract,Extract,9/9/2014,3/8/2014,770791072,2009,63,38
365,Face Off,Face/Off,6/1/1997,9/1/1996,13172,1997,91,83
366,Fair Game,Fair Game,11/10/2014,,770809925,2010,79,66
368,Fantastic Four,Fantastic Four: Rise of the Silver Surfer,7/5/2014,,364517593,2007,37,52
369,Fantastic Mr Fox,Fantastic Mr. Fox,11/9/2014,3/7/2014,770685760,2009,93,84
372,Fatal Instinct,Fatal Instinct,,6/15/1905,12162,1993,19,42
374,Feast,Feast,9/6/2014,5/4/2014,287865377,2006,56,60
376,Field of Dreams,Field of Dreams,4/1/1989,3/1/1988,11618,1989,87,87
377,"Fifth Element, The",Graffiti Verite 8: The Fifth Element - The Art of the BeatBoxer,,8/1/1995,771203079,2010,-1,0
379,"Fighter, The",Street Fighter: The Legend of Chun-Li,12/10/2014,,770781883,2009,18,17
381,Final Destination 2,Final Destination 2,,,13166,2003,47,59
382,Finding Nemo,Finding Nemo,5/3/2014,5/3/2014,9377,2003,99,86
384,Flash Gordon,Flash Gordon,12/1/1980,3/1/1979,10762,1980,81,70
385,Fletch,Fletch,,5/1/1986,10276,1985,75,83
386,Flight,Flight,11/12/2014,12/11/2014,771307095,2012,78,75
387,"Flintstones, The",The Flintstones,,9/1/1987,12326,1994,22,24
390,Four Rooms,Four Rooms,12/1/1995,,13075,1995,14,71
391,Fracture,Fracture,4/7/2014,1/5/2014,632318478,2007,72,73
392,Frances,Frances,12/1/1982,,16757,1982,93,78
393,Frankenstein,Frankenstein,11/1/1994,2/1/1993,771351525,2015,-1,99
394,Freaked,Freaked,10/1/1993,1/1/1992,280158885,1993,47,64
400,Fright Night,Fright Night,8/11/2014,,771028776,2011,72,59
401,Fright Night (1985),Fright Night,8/1/1985,9/1/1984,771028776,2011,72,59
403,From Here to Eternity,From Here to Eternity,9/1/1953,8/1/1952,18520,1953,89,85
404,Frozen,Frozen,2/10/2014,1/9/2014,770856799,2010,62,46
405,Frozen River,Frozen River,8/8/2014,,770682503,2008,87,74
408,Funny People,Funny People,7/9/2014,4/8/2014,770752737,2009,68,48
409,G.I. Jane,G.I. Jane,,8/1/1995,13393,1997,55,54
410,G.I. Joe  The Rise of Cobra,G.I. Joe: The Rise of Cobra,8/9/2014,11/7/2014,770677827,2009,34,50
411,Game 6,Game 6,6/5/2014,5/4/2014,49249001,2005,60,38
413,Gamer,Gamer,9/9/2014,9/7/2014,770681197,2009,29,39
414,Gandhi,Gandhi,12/1/1982,,10197,1982,87,93
415,Gang Related,Gang Related,10/1/1997,,14650,1997,56,67
416,Gangs of New York,Gangs of New York,,2/2/2014,13106,2002,75,81
418,Get Carter,Get Carter,3/1/1971,,15255,2000,12,28
419,Get Low,Get Low,7/10/2014,,770808815,2010,84,75
421,"Getaway, The",The Getaway,,2/1/1972,10989,1972,85,82
422,Ghost,Ghost,,9/1/1990,10185,1990,74,81
424,Ghost Rider,Ghost Rider,2/7/2014,4/1/2014,364555500,2007,26,48
427,Ghostbusters,Ghostbusters,,5/1/1988,12000,1984,96,87
428,Ghostbusters 2,Ghostbusters 2,,2/1/1989,11227,1989,51,61
429,Ginger Snaps,Ginger Snaps,5/1/2014,7/1/1996,16854,2000,89,78
430,"Girl with the Dragon Tattoo, The",The Girl with the Dragon Tattoo,12/11/2014,,771202144,2011,86,86
431,Gladiator,Gladiator,,10/1/1998,13065,2000,76,87
433,Go,Harry Potter and the Goblet of Fire,,4/1/1997,9272,2005,88,73
436,"Godfather Part III, The","The Godfather, Part III",12/1/1990,3/1/1979,13476,1990,68,78
440,"Good Girl, The",The Good Girl,8/2/2014,,13289,2002,81,59
443,Gothika,Gothika,11/3/2014,12/2/2014,14382,2003,15,46
445,Gran Torino,Gran Torino,1/9/2014,,770785728,2008,79,90
446,Grand Hotel,Grand Hotel,4/1/1932,,19274,1932,87,78
447,Grand Theft Parsons,Grand Theft Parsons,6/4/2014,6/3/2014,11810,2003,44,52
449,"Green Mile, The",The Green Mile,,11/1/1997,12939,1999,80,94
450,Gremlins,Gremlins,6/1/1984,4/1/1982,12357,1984,84,77
451,Gremlins 2,Gremlins 2: The New Batch,6/1/1990,2/1/1989,11414,1990,69,57
454,Groundhog Day,Groundhog Day,2/1/1993,1/1/1992,11770,1993,97,87
455,"Grudge, The",The Grudge 2,10/4/2014,1/4/2014,314387262,2006,10,41
456,Hackers,Hackers,9/1/1995,,10572,1995,34,69
457,Hall Pass,Hall Pass,2/11/2014,9/9/2014,771041144,2011,34,41
459,Hancock,Hancock,7/8/2014,,770679092,2008,41,60
460,"Hangover, The",The Hangover,6/9/2014,9/7/2014,770801897,2009,79,84
461,Hanna,Hanna,4/11/2014,,771091481,2011,72,66
465,Happy Feet,Happy Feet,11/6/2014,,345732304,2006,75,70
466,Hard Rain,Hard Rain,1/1/1998,,14947,1998,25,34
467,Hard to Kill,Hard to Kill,,2/1/1990,13983,1990,33,47
468,Harold and Kumar Go to White Castle,Harold & Kumar Go to White Castle,6/4/2014,5/3/2014,16982,2004,74,80
476,He's Just Not That Into You,He's Just Not That Into You,2/9/2014,7/7/2014,770679229,2009,41,60
477,Heat,Heat,,3/1/1994,13098,1995,86,94
479,Heavenly Creatures,Heavenly Creatures,,6/16/1905,22544,1994,94,84
481,"Hebrew Hammer, The",The Hebrew Hammer,1/3/2014,,17144,2002,52,64
482,Heist,Heist,,3/1/1999,14390,2001,65,61
484,Hellboy,Hellboy II: The Golden Army (Hellboy 2),4/4/2014,6/3/2014,770673038,2008,87,70
485,Hellboy 2  The Golden Army,Hellboy II: The Golden Army (Hellboy 2),7/8/2014,,770673038,2008,87,70
487,Hellraiser 3  Hell on Earth,Hellraiser 3: Hell on Earth,9/1/1992,7/1/1991,13361,1992,17,37
488,Hellraiser  Deader,Hellraiser - Deader,6/5/2014,8/2/2014,13282,2004,17,27
489,Hellraiser  Hellseeker,Hellraiser VI - Hellseeker,10/2/2014,10/1/2000,13387,2001,0,37
490,"Help, The",The Wheels on the Bus: Mango Helps the Moon Mouse,8/11/2014,11/9/2014,770829670,2005,-1,100
491,Henry Fool,Henry Fool,6/1/1998,,14783,1998,89,82
492,Henry's Crime,Henry's Crime,4/11/2014,,771195234,2010,40,24
493,Hesher,Hesher,5/11/2014,7/8/2014,770814817,2011,54,61
494,High Fidelity,High Fidelity,,9/1/1998,12937,2000,92,90
495,Highlander,Highlander,,6/8/1905,15929,1986,67,80
497,"Hills Have Eyes, The",The Hills Have Eyes 2,3/6/2014,2/5/2014,493950127,2007,11,40
498,His Girl Friday,His Girl Friday,1/1/1940,,19344,1940,97,91
499,Hitchcock,Hitchcock,12/12/2014,,771316384,2012,62,61
500,"Hitchhiker's Guide to the Galaxy, The",The Hitchhiker's Guide to the Galaxy,4/5/2014,8/3/2014,17,2005,60,65
501,Hollow Man,Hollow Man,,6/1/1998,14339,2000,27,27
502,Honeydripper,Honeydripper,12/7/2014,6/6/2014,770675536,2007,67,57
503,Horrible Bosses,Horrible Bosses,7/11/2014,4/10/2014,771041149,2011,69,70
505,"Hospital, The",The Hospital,12/1/1971,,11661,1971,100,73
506,Hostage,Hostage,3/5/2014,3/2/2014,15283,2005,35,63
507,Hot Tub Time Machine,Hot Tub Time Machine,3/10/2014,,770813651,2010,63,56
508,Hotel Rwanda,Hotel Rwanda,2/5/2014,,12856,2004,90,94
509,House of 1000 Corpses,House of 1000 Corpses,,3/1/2000,12901,2002,18,66
510,How to Lose Friends & Alienate People,How to Lose Friends & Alienate People,10/8/2014,9/7/2014,770679404,2008,36,43
511,How to Train Your Dragon,How to Train Your Dragon 2,3/10/2014,,771040382,2014,-1,99
514,Human Nature,Human Nature,,1/1/2014,14426,2002,49,62
515,I Am Number Four,I Am Number Four,2/11/2014,1/10/2014,770874975,2011,33,58
516,I am Sam,I Am Sam,1/2/2014,,10389,2001,34,87
517,I Love You Phillip Morris,I Love You Phillip Morris,1/10/2014,4/8/2014,770782173,2009,72,61
518,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,11/1/1998,,14749,1998,7,29
519,I'll Do Anything,I'll Do Anything,2/1/1994,,12349,1994,61,47
520,"I, Robot","I, Robot",7/4/2014,,10040,2004,58,70
522,"Ides of March, The",The Ides of March,10/11/2014,,771234469,2011,85,73
523,"Imaginarium of Doctor Parnassus, The",The Imaginarium of Doctor Parnassus,9/9/2014,5/7/2014,770683433,2009,64,60
524,In the Bedroom,In the Bedroom,1/2/2014,,13633,2001,93,81
525,In the Loop,In the Loop,7/9/2014,,770783979,2008,94,81
528,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,,6/11/1905,23531,1989,88,94
529,Indiana Jones and the Raiders of the Lost Ark,Raiders of the Lost Ark,,6/3/1905,23529,1981,95,96
530,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,,6/6/1905,23530,1984,84,81
532,"Informant, The",The Informant!,9/9/2014,1/3/2014,770783635,2009,78,43
533,Inglourious Basterds,Inglourious Basterds,8/9/2014,7/8/2014,770671947,2009,89,87
536,Insidious,Insidious,4/11/2014,,771205539,2011,66,61
537,Insomnia,Insomnia,5/2/2014,2/1/2000,14923,2002,92,76
539,Into the Wild,Into the Wild,9/7/2014,,770671490,2007,82,89
540,Intolerable Cruelty,Intolerable Cruelty,,3/1/1997,11037,2003,75,48
541,Inventing the Abbotts,Inventing the Abbotts,,3/1/1996,13617,1997,31,53
542,"Invention of Lying, The",The Invention of Lying,10/9/2014,6/7/2014,770717076,2009,57,39
543,Invictus,Invictus,12/9/2014,5/7/2014,770810965,2009,76,75
544,"Iron Lady, The",The Iron Lady,1/12/2014,,771241349,2011,51,51
545,"Island, The",Journey 2: The Mysterious Island,7/5/2014,1/4/2014,771042281,2012,42,60
546,It Happened One Night,It Happened One Night,2/1/1934,,18256,1934,98,94
549,It's Complicated,It's Complicated,12/9/2014,,770814954,2009,56,60
550,"Italian Job, The",The Italian Job,,12/1/2014,10189,2003,73,80
551,"Jacket, The",The Jacket,3/5/2014,4/3/2014,13085,2005,44,74
555,Jane Eyre,Jane Eyre,3/11/2014,3/8/2014,771090722,2011,84,76
557,Jaws,Jaws,,5/28/1905,10288,1975,98,90
558,Jaws 2,Jaws 2,,5/31/1905,10597,1978,53,38
559,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,,1/1/2014,13081,2001,54,75
560,Jennifer Eight,Jennifer 8,11/1/1992,6/1/1991,14660,1992,35,37
561,Jennifer's Body,Jennifer's Body,9/9/2014,9/7/2014,770783548,2009,42,34
563,JFK,JFK,,6/13/1905,14984,1992,84,89
564,Jimmy and Judy,Jimmy and Judy,,8/4/2014,326392923,2005,43,67
566,Judge Dredd,Judge Dredd,6/1/1995,3/1/1994,13602,1995,18,30
567,Juno,Juno,12/7/2014,2/7/2014,770675878,2007,94,88
572,Kalifornia,Kalifornia,,,16615,1993,67,65
573,Kate & Leopold,Kate & Leopold,,12/1/2014,10350,2001,50,63
574,Kids,Kids,7/1/1995,,16795,1995,49,77
575,"Kids Are All Right, The",The Kids Are All Right,7/10/2014,8/9/2014,770819676,2010,93,73
576,Kill Bill Volume 1 & 2,Kill Bill: Volume 1,,,12865,2003,85,80
577,Killing Zoe,Killing Zoe,,,16732,1994,33,65
578,King Kong,King Kong,12/5/2014,,24220,2005,84,49
579,"King of Comedy, The",The King of Comedy,,12/1/1976,10861,1983,93,89
580,"King's Speech, The",The King's Speech,12/10/2014,,770816664,2010,94,92
581,"Kingdom, The",Indiana Jones and the Kingdom of the Crystal Skull,9/7/2014,8/6/2014,769964099,2008,78,54
584,Kramer vs Kramer,Kramer vs. Kramer,,6/1/1905,11122,1979,87,89
586,Kung Fu Panda,Kung Fu Panda,6/8/2014,,770672401,2008,87,82
588,Labor of Love,Labor of Love,,,770933185,1999,-1,0
589,Labyrinth,Labyrinth,,6/8/1905,10057,1986,66,86
590,"Ladykillers, The",The Ladykillers,3/4/2014,,14905,2004,55,43
591,Lake Placid,Lake Placid,7/1/1999,5/1/1998,16700,1999,39,36
592,Land of the Dead,Land of the Dead,6/5/2014,8/4/2014,1785,2005,74,52
593,Larry Crowne,Larry Crowne,7/11/2014,11/9/2014,771199080,2011,35,41
594,"Last Boy Scout, The",The Last Boy Scout,,,13469,1991,44,69
595,Last Chance Harvey,Last Chance Harvey,1/9/2014,,770784001,2008,70,53
596,"Last Flight, The",The Last Flight of Noah's Ark,8/31/2014,,22481,1980,40,49
597,"Last of the Mohicans, The",The Last of the Mohicans,9/1/1992,,14752,1992,94,88
598,"Last Samurai, The",The Last Samurai,,,133039558,2003,65,83
599,"Last Station, The",The Last Station,12/9/2014,,770783613,2009,70,67
600,Last Tango in Paris,Last Tango in Paris,2/1/1973,,157435123,1972,81,76
601,Law Abiding Citizen,Law Abiding Citizen,10/9/2014,9/8/2014,770804709,2009,25,75
603,Legally Blonde,Legally Blonde,,7/1/2000,10298,2001,68,72
604,Legend,I Am Legend,,3/1/1984,770669778,2007,70,68
605,Legion,Legion,1/10/2014,10/7/2014,770784236,2010,20,31
606,Les Miserables,Les Miserables,12/12/2014,5/12/2014,771253949,2012,70,79
610,Liar Liar,Liar Liar,3/1/1997,4/1/1996,12169,1997,81,75
611,Life,Life,4/1/1999,,13169,1999,50,78
613,"Life of David Gale, The",The Life of David Gale,2/3/2014,3/1/1998,13604,2003,19,82
614,Life of Pi,Life of Pi,11/12/2014,,770673482,2012,87,85
615,Light Sleeper,Light Sleeper,8/1/1992,,16237,1992,90,64
617,Limitless,Limitless,3/11/2014,12/9/2014,771036677,2011,70,73
618,Lincoln,Lincoln,11/12/2014,12/11/2014,770682079,2012,90,81
619,"Lincoln Lawyer, The",The Lincoln Lawyer,3/11/2014,7/6/2014,771021934,2011,83,82
621,Little Athens,Little Athens,11/6/2014,3/4/2014,309887147,2005,40,31
622,"Little Mermaid, The","Little Mermaid, The: DVD Read-Along",,6/11/1905,770951780,2002,-1,100
624,Living in Oblivion,Living in Oblivion,6/1/1995,,13774,1995,87,87
625,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",,6/20/1905,15261,1999,76,93
628,"Long Kiss Goodnight, The",The Long Kiss Goodnight,,6/18/1905,13322,1996,67,71
629,Looper,Looper,9/12/2014,,771186945,2012,93,82
